,carat,cut,color,clarity,depth,table,price,x,y,z
336,0.75,PREMIUM,E,SI1,61.1,59.0,2814,5.86,5.83,3.57
337,0.55,VERY GOOD,D,VVS1,61.5,56.0,2815,5.23,5.27,3.23
338,0.74,PREMIUM,G,VS1,61.7,58.0,2815,5.79,5.81,3.58
339,0.7,IDEAL,H,SI1,60.4,56.0,2815,5.75,5.81,3.49
340,0.7,IDEAL,H,SI1,61.4,56.0,2815,5.7,5.76,3.52
341,0.7,IDEAL,H,SI1,61.5,55.0,2815,5.73,5.79,3.54
342,0.7,IDEAL,H,SI1,61.4,56.0,2815,5.72,5.77,3.53
343,0.9,FAIR,J,VS2,65.0,56.0,2815,6.08,6.04,3.94
344,0.89,PREMIUM,H,SI2,60.2,59.0,2815,6.26,6.23,3.76
345,0.72,PREMIUM,E,VS2,58.3,58.0,2815,5.99,5.92,3.47
346,0.96,FAIR,E,SI2,53.1,63.0,2815,6.73,6.65,3.55
347,1.02,PREMIUM,G,I1,60.3,58.0,2815,6.55,6.5,3.94
348,0.78,VERY GOOD,I,VVS2,61.4,56.0,2816,5.91,5.95,3.64
349,0.61,IDEAL,G,VVS2,60.1,57.0,2816,5.52,5.54,3.32
350,0.71,GOOD,D,VS1,63.4,55.0,2816,5.61,5.69,3.58
351,0.87,IDEAL,H,SI2,62.7,56.0,2816,6.16,6.13,3.85
352,0.83,IDEAL,H,SI1,62.5,55.0,2816,6.04,6.0,3.76
353,0.71,PREMIUM,E,SI1,61.3,56.0,2817,5.78,5.73,3.53
354,0.71,IDEAL,I,VVS2,60.2,56.0,2817,5.84,5.89,3.53
355,0.71,IDEAL,E,VS2,62.7,57.0,2817,5.66,5.64,3.54
356,0.71,PREMIUM,E,VS2,62.3,58.0,2817,5.69,5.65,3.53
357,0.71,PREMIUM,E,SI1,59.2,59.0,2817,5.86,5.83,3.46
358,0.71,PREMIUM,E,SI1,61.8,59.0,2817,5.75,5.7,3.54
359,0.71,IDEAL,E,SI1,61.3,55.0,2817,5.77,5.72,3.52
360,0.71,PREMIUM,E,SI1,61.4,58.0,2817,5.77,5.73,3.53
361,0.9,IDEAL,J,VS2,62.8,55.0,2817,6.2,6.16,3.88
362,0.71,GOOD,E,SI1,62.8,64.0,2817,5.6,5.54,3.5
363,0.7,PREMIUM,E,VS2,62.4,61.0,2818,5.66,5.63,3.52
364,0.7,PREMIUM,E,VS2,59.3,60.0,2818,5.78,5.73,3.41
365,0.7,PREMIUM,E,VS2,63.0,60.0,2818,5.64,5.6,3.54
366,1.0,PREMIUM,H,I1,61.3,60.0,2818,6.43,6.39,3.93
367,0.8,IDEAL,H,SI1,61.0,57.0,2818,6.07,6.0,3.68
368,0.7,IDEAL,E,VS1,62.9,57.0,2818,5.66,5.61,3.54
369,0.7,PREMIUM,E,VS1,59.6,57.0,2818,5.91,5.83,3.5
370,0.7,PREMIUM,E,VS1,62.7,57.0,2818,5.68,5.64,3.55
371,1.0,FAIR,H,SI2,65.3,62.0,2818,6.34,6.12,4.08
372,0.72,VERY GOOD,G,VS1,63.8,58.0,2819,5.64,5.68,3.61
373,0.72,IDEAL,H,VS1,62.3,56.0,2819,5.73,5.77,3.58
374,0.71,IDEAL,G,VS1,62.9,58.0,2820,5.66,5.69,3.57
375,0.75,IDEAL,E,SI1,62.0,57.0,2821,5.8,5.78,3.59
376,0.73,PREMIUM,E,VS2,61.6,59.0,2821,5.77,5.73,3.54
377,0.53,IDEAL,E,VVS1,61.9,55.0,2821,5.2,5.21,3.22
378,0.73,PREMIUM,E,SI1,61.3,58.0,2821,5.83,5.76,3.55
379,0.73,GOOD,E,SI1,63.6,57.0,2821,5.72,5.7,3.63
380,0.73,PREMIUM,E,SI1,59.6,61.0,2821,5.92,5.85,3.51
381,0.73,PREMIUM,E,SI1,62.2,59.0,2821,5.77,5.68,3.56
382,0.73,PREMIUM,D,SI1,61.7,55.0,2821,5.84,5.82,3.6
383,0.73,VERY GOOD,E,SI1,63.2,58.0,2821,5.76,5.7,3.62
384,0.7,PREMIUM,E,VS1,60.8,60.0,2822,5.74,5.71,3.48
385,0.72,PREMIUM,E,VS2,60.3,59.0,2822,5.84,5.8,3.51
386,0.72,PREMIUM,E,VS2,60.9,60.0,2822,5.8,5.76,3.52
387,0.72,PREMIUM,E,VS2,62.4,59.0,2822,5.77,5.7,3.58
388,0.7,PREMIUM,E,VS2,60.2,60.0,2822,5.73,5.7,3.44
389,0.74,IDEAL,I,VVS1,60.8,57.0,2822,5.85,5.89,3.57
390,0.71,PREMIUM,D,SI1,62.7,60.0,2822,5.71,5.67,3.57
391,0.71,PREMIUM,D,SI1,61.3,58.0,2822,5.75,5.73,3.52
392,0.7,PREMIUM,D,SI1,60.2,60.0,2822,5.82,5.75,3.48
393,0.7,IDEAL,D,SI1,60.7,56.0,2822,5.75,5.72,3.48
394,0.9,GOOD,J,VS2,64.0,61.0,2822,6.04,6.03,3.86
395,0.71,IDEAL,D,SI1,60.2,56.0,2822,5.86,5.83,3.52
396,0.7,PREMIUM,E,VS2,61.5,59.0,2822,5.73,5.68,3.51
397,0.7,PREMIUM,E,VS2,62.6,56.0,2822,5.71,5.66,3.56
398,0.7,IDEAL,D,SI1,59.7,58.0,2822,5.82,5.77,3.46
399,0.7,GOOD,E,SI1,61.4,64.0,2822,5.71,5.66,3.49
400,0.7,IDEAL,D,SI1,62.5,57.0,2822,5.62,5.59,3.51
401,0.7,IDEAL,D,SI1,61.8,56.0,2822,5.73,5.63,3.51
402,0.7,PREMIUM,E,VS2,60.7,62.0,2822,5.72,5.68,3.46
403,0.7,IDEAL,D,SI1,61.4,54.0,2822,5.75,5.71,3.52
404,0.79,VERY GOOD,D,SI2,62.8,59.0,2823,5.86,5.9,3.69
405,0.9,GOOD,I,SI1,63.8,57.0,2823,6.06,6.13,3.89
406,0.71,PREMIUM,E,VS2,62.3,58.0,2823,5.71,5.66,3.54
407,0.61,IDEAL,E,VVS2,61.3,54.0,2823,5.51,5.59,3.4
408,0.9,FAIR,H,SI2,65.8,54.0,2823,6.05,5.98,3.96
409,0.71,IDEAL,E,SI1,60.5,56.0,2823,5.77,5.73,3.47
410,0.71,PREMIUM,D,VS2,61.2,59.0,2824,5.74,5.69,3.5
411,0.77,IDEAL,I,VVS2,62.1,57.0,2824,5.84,5.86,3.63
412,0.74,GOOD,E,VS1,63.1,58.0,2824,5.73,5.75,3.62
413,0.82,PREMIUM,E,SI2,60.8,60.0,2824,6.05,6.03,3.67
414,0.71,PREMIUM,G,VS1,62.2,59.0,2825,5.73,5.66,3.54
415,0.83,PREMIUM,H,SI1,60.0,59.0,2825,6.08,6.05,3.64
416,0.73,VERY GOOD,G,VS1,62.0,57.0,2825,5.75,5.8,3.58
417,0.83,PREMIUM,H,SI1,62.5,59.0,2825,6.02,5.95,3.74
418,1.17,PREMIUM,J,I1,60.2,61.0,2825,6.9,6.83,4.13
419,0.91,FAIR,H,SI2,61.3,67.0,2825,6.24,6.19,3.81
420,0.73,PREMIUM,E,VS1,62.6,60.0,2826,5.75,5.68,3.58
421,0.7,GOOD,E,VS1,57.2,59.0,2826,5.94,5.88,3.38
422,0.9,PREMIUM,I,SI2,62.2,59.0,2826,6.11,6.07,3.79
423,0.7,PREMIUM,E,VS1,62.2,58.0,2826,5.66,5.6,3.5
424,0.7,VERY GOOD,D,VS2,63.3,56.0,2826,5.6,5.58,3.54
425,0.7,PREMIUM,E,VS1,59.4,61.0,2826,5.78,5.74,3.42
426,0.9,VERY GOOD,I,SI2,63.5,56.0,2826,6.17,6.07,3.88
427,0.7,VERY GOOD,D,SI1,62.3,59.0,2827,5.67,5.7,3.54
428,0.72,GOOD,D,VS2,64.0,54.0,2827,5.68,5.7,3.64
429,0.79,PREMIUM,H,VVS2,62.6,58.0,2827,5.96,5.9,3.71
430,0.7,IDEAL,H,VVS1,61.6,57.0,2827,5.69,5.74,3.52
431,0.7,IDEAL,H,VVS1,62.3,55.0,2827,5.66,5.7,3.54
432,0.7,IDEAL,D,SI2,60.6,57.0,2828,5.74,5.77,3.49
433,1.01,PREMIUM,H,SI2,61.6,61.0,2828,6.39,6.31,3.91
434,0.8,GOOD,E,SI2,63.7,54.0,2829,5.91,5.87,3.75
435,0.59,IDEAL,E,VVS1,62.0,56.0,2829,5.36,5.38,3.33
436,0.75,PREMIUM,E,SI2,61.9,57.0,2829,5.88,5.82,3.62
437,0.8,PREMIUM,E,SI2,60.2,57.0,2829,6.05,6.01,3.63
438,0.71,VERY GOOD,E,VS2,62.7,59.0,2830,5.65,5.7,3.56
439,0.77,VERY GOOD,H,SI1,61.7,56.0,2830,5.84,5.89,3.62
440,0.8,IDEAL,I,VS2,62.1,54.4,2830,5.94,5.99,3.7
441,0.9,PREMIUM,G,SI1,60.6,62.0,2830,6.21,6.13,3.74
442,0.76,VERY GOOD,E,SI2,60.8,60.0,2831,5.89,5.98,3.61
443,0.72,IDEAL,E,SI1,62.3,57.0,2831,5.7,5.76,3.57
444,0.75,IDEAL,E,SI1,61.4,57.0,2831,5.82,5.87,3.59
445,0.72,PREMIUM,E,SI1,62.1,58.0,2831,5.73,5.76,3.57
446,0.79,IDEAL,G,SI1,61.8,56.0,2831,5.93,5.91,3.66
447,0.91,VERY GOOD,I,SI2,62.8,61.0,2832,6.15,6.18,3.87
448,0.71,PREMIUM,G,VVS2,62.1,57.0,2832,5.75,5.65,3.54
449,0.81,PREMIUM,G,SI1,63.0,60.0,2832,5.87,5.81,3.68
450,0.82,IDEAL,H,SI1,62.5,57.0,2832,5.91,5.97,3.71
451,0.9,GOOD,J,SI1,64.3,63.0,2832,6.05,6.01,3.88
452,0.8,VERY GOOD,I,VS2,62.0,58.0,2833,5.86,5.95,3.66
453,0.56,VERY GOOD,E,IF,61.0,59.0,2833,5.28,5.34,3.24
454,0.7,VERY GOOD,D,VS2,59.6,61.0,2833,5.77,5.8,3.45
455,0.7,IDEAL,D,VS2,61.0,57.0,2833,5.74,5.76,3.51
456,0.85,IDEAL,H,SI2,62.5,57.0,2833,6.02,6.07,3.78
457,0.8,IDEAL,G,VS2,62.2,56.0,2834,5.94,5.87,3.67
458,0.8,IDEAL,H,VS2,62.8,57.0,2834,5.91,5.87,3.7
459,0.51,VERY GOOD,D,VVS1,59.9,58.0,2834,5.16,5.19,3.1
460,0.78,IDEAL,I,VS2,61.8,55.0,2834,5.92,5.95,3.67
461,0.9,VERY GOOD,J,SI1,63.4,54.0,2834,6.17,6.14,3.9
462,0.9,FAIR,G,SI2,65.3,59.0,2834,6.07,6.0,3.94
463,0.77,IDEAL,E,SI2,60.7,55.0,2834,6.01,5.95,3.63
464,0.7,IDEAL,E,VS2,61.5,54.0,2835,5.7,5.75,3.52
465,0.72,IDEAL,E,VS2,62.8,57.0,2835,5.71,5.73,3.59
466,0.72,IDEAL,E,SI1,61.0,57.0,2835,5.78,5.8,3.53
467,0.82,VERY GOOD,H,SI1,60.7,56.0,2836,6.04,6.06,3.67
468,0.71,GOOD,E,VS2,62.8,60.0,2836,5.6,5.65,3.53
469,0.7,PREMIUM,E,VS1,62.6,59.0,2837,5.69,5.66,3.55
470,0.7,IDEAL,E,VS1,61.8,56.0,2837,5.74,5.69,3.53
471,0.76,VERY GOOD,H,SI1,60.9,55.0,2838,5.92,5.94,3.61
472,0.7,PREMIUM,G,VS1,62.6,55.0,2838,5.73,5.64,3.56
473,0.7,VERY GOOD,E,SI1,63.5,59.0,2838,5.53,5.49,3.5
474,0.7,PREMIUM,G,VS1,63.0,60.0,2838,5.64,5.57,3.53
475,0.74,VERY GOOD,E,SI1,60.0,57.0,2839,5.85,5.89,3.52
476,0.73,IDEAL,G,VS2,61.8,54.0,2839,5.8,5.82,3.59
477,0.7,IDEAL,E,VS2,62.1,54.0,2839,5.69,5.72,3.54
478,0.7,IDEAL,G,VS1,61.3,57.0,2839,5.71,5.74,3.51
479,0.71,PREMIUM,G,VVS2,60.3,58.0,2839,5.82,5.78,3.5
480,0.79,PREMIUM,G,VS2,59.3,62.0,2839,6.09,6.01,3.59
481,0.77,VERY GOOD,H,VS1,61.0,60.0,2840,5.9,5.87,3.59
482,0.92,IDEAL,D,SI2,61.9,56.0,2840,6.27,6.2,3.86
483,0.7,PREMIUM,H,VVS1,59.2,60.0,2840,5.87,5.78,3.45
484,0.71,VERY GOOD,D,VS1,63.4,55.0,2841,5.69,5.61,3.58
485,0.73,VERY GOOD,D,SI1,63.9,57.0,2841,5.66,5.71,3.63
486,0.95,FAIR,G,SI1,66.7,56.0,2841,6.16,6.03,4.06
487,0.73,IDEAL,D,SI1,61.4,57.0,2841,5.76,5.8,3.55
488,0.73,PREMIUM,G,VS1,61.4,58.0,2841,5.82,5.77,3.56
489,0.8,IDEAL,I,VS1,62.6,54.0,2842,5.92,5.96,3.72
490,0.7,VERY GOOD,E,VS2,60.2,62.0,2843,5.71,5.75,3.45
491,0.7,VERY GOOD,E,VS2,62.7,58.0,2843,5.65,5.67,3.55
492,0.71,VERY GOOD,E,VS2,59.4,58.0,2843,5.76,5.82,3.44
493,0.71,VERY GOOD,D,SI1,61.5,58.0,2843,5.73,5.79,3.54
494,0.73,IDEAL,G,VVS2,61.3,57.0,2843,5.81,5.84,3.57
495,0.72,IDEAL,E,VS2,62.0,57.0,2843,5.71,5.74,3.55
496,0.71,IDEAL,G,VVS2,60.7,57.0,2843,5.81,5.78,3.52
497,0.73,VERY GOOD,E,SI1,57.7,61.0,2844,5.92,5.96,3.43
498,0.7,VERY GOOD,E,VS1,62.0,59.0,2844,5.65,5.68,3.51
499,1.01,IDEAL,I,I1,61.5,57.0,2844,6.45,6.46,3.97
500,1.01,GOOD,I,I1,63.1,57.0,2844,6.35,6.39,4.02
501,0.79,IDEAL,H,VS2,62.5,57.0,2844,5.91,5.93,3.7
502,0.7,VERY GOOD,E,VS2,61.8,59.0,2845,5.65,5.68,3.5
503,0.7,VERY GOOD,E,VS2,58.9,60.0,2845,5.83,5.85,3.44
504,0.8,GOOD,H,VS2,63.4,60.0,2845,5.92,5.82,3.72
505,1.27,PREMIUM,H,SI2,59.3,61.0,2845,7.12,7.05,4.2
506,0.79,IDEAL,D,SI1,61.5,56.0,2846,5.96,5.91,3.65
507,0.73,IDEAL,H,VVS2,61.6,56.0,2846,5.79,5.84,3.58
508,1.01,FAIR,H,SI2,65.4,59.0,2846,6.3,6.26,4.11
509,1.01,GOOD,H,I1,64.2,61.0,2846,6.25,6.18,3.99
510,0.73,IDEAL,E,SI1,59.1,59.0,2846,5.92,5.95,3.51
511,0.7,IDEAL,E,SI1,61.6,57.0,2846,5.71,5.76,3.53
512,0.77,PREMIUM,E,SI1,62.9,59.0,2846,5.84,5.79,3.66
513,0.77,PREMIUM,G,VS2,61.3,60.0,2846,5.91,5.81,3.59
514,0.77,PREMIUM,G,VS1,61.4,58.0,2846,5.94,5.89,3.63
515,0.84,VERY GOOD,H,SI1,61.2,57.0,2847,6.1,6.12,3.74
516,0.72,IDEAL,E,SI1,60.3,57.0,2847,5.83,5.85,3.52
517,0.76,PREMIUM,D,SI1,61.1,59.0,2847,5.93,5.88,3.61
518,0.7,VERY GOOD,G,VVS2,62.9,59.0,2848,5.61,5.68,3.55
519,0.54,IDEAL,D,VVS2,61.5,55.0,2848,5.25,5.29,3.24
520,0.75,FAIR,D,SI2,64.6,57.0,2848,5.74,5.72,3.7
521,0.79,GOOD,E,SI1,64.1,54.0,2849,5.86,5.84,3.75
522,0.74,VERY GOOD,E,VS1,63.1,58.0,2849,5.75,5.73,3.62
523,0.7,VERY GOOD,E,VS2,61.0,60.0,2850,5.74,5.77,3.51
524,0.75,IDEAL,J,SI1,61.5,56.0,2850,5.83,5.87,3.6
525,1.2,VERY GOOD,H,I1,63.1,60.0,2850,6.75,6.67,4.23
526,0.66,IDEAL,D,VS1,62.1,56.0,2851,5.54,5.57,3.45
527,0.86,PREMIUM,H,SI1,62.7,59.0,2851,6.04,5.98,3.77
528,0.58,VERY GOOD,E,IF,60.6,59.0,2852,5.37,5.43,3.27
529,0.78,IDEAL,I,VS1,61.5,57.0,2852,5.88,5.92,3.63
530,0.74,IDEAL,G,SI1,61.3,55.0,2852,5.85,5.86,3.59
531,0.73,IDEAL,E,SI1,62.7,55.0,2852,5.7,5.79,3.6
532,0.91,VERY GOOD,I,SI1,63.5,57.0,2852,6.12,6.07,3.87
533,0.71,GOOD,G,VS1,63.5,55.0,2853,5.64,5.66,3.59
534,0.79,IDEAL,D,SI2,62.8,57.0,2853,5.9,5.85,3.69
535,0.79,PREMIUM,D,SI2,60.0,60.0,2853,6.07,6.03,3.63
536,0.71,PREMIUM,E,SI1,62.7,58.0,2853,5.73,5.66,3.57
537,0.82,PREMIUM,I,VS1,61.9,58.0,2853,5.99,5.97,3.7
538,0.78,VERY GOOD,H,VS1,61.9,57.1,2854,5.87,5.95,3.66
539,0.7,VERY GOOD,E,VS1,62.4,56.0,2854,5.64,5.7,3.54
540,1.12,PREMIUM,H,I1,59.1,61.0,2854,6.78,6.75,4
541,0.73,PREMIUM,E,VS2,62.0,57.0,2854,5.86,5.76,3.6
542,0.91,FAIR,J,VS2,64.4,62.0,2854,6.06,6.03,3.89
543,0.91,FAIR,J,VS2,65.4,60.0,2854,6.04,6.0,3.94
544,0.91,GOOD,J,VS2,64.2,58.0,2854,6.12,6.09,3.92
545,0.91,FAIR,H,SI1,65.8,58.0,2854,6.04,6.01,3.96
546,0.7,PREMIUM,E,VS1,58.4,59.0,2854,5.91,5.83,3.43
547,1.03,GOOD,J,SI1,63.6,57.0,2855,6.38,6.29,4.03
548,0.74,PREMIUM,D,VS2,62.4,57.0,2855,5.8,5.74,3.6
549,0.98,FAIR,E,SI2,53.3,67.0,2855,6.82,6.74,3.61
550,1.02,FAIR,I,SI1,53.0,63.0,2856,6.84,6.77,3.66
551,1.0,FAIR,G,SI2,67.8,61.0,2856,5.96,5.9,4.02
552,1.02,IDEAL,H,SI2,61.6,55.0,2856,6.49,6.43,3.98
553,0.8,IDEAL,G,SI2,61.6,56.0,2856,5.97,6.01,3.69
554,1.0,FAIR,I,SI1,67.9,62.0,2856,6.19,6.03,4.15
555,0.26,IDEAL,E,VS1,62.3,57.0,556,4.05,4.08,2.53
556,0.26,IDEAL,E,VS1,62.1,56.0,556,4.09,4.12,2.55
557,0.36,IDEAL,H,SI1,61.9,55.0,556,4.57,4.59,2.83
558,0.34,GOOD,G,VS2,57.5,61.0,556,4.6,4.66,2.66
559,0.34,GOOD,E,SI1,63.3,57.0,556,4.44,4.47,2.82
560,0.34,GOOD,E,SI1,63.5,55.0,556,4.44,4.47,2.83
561,0.34,GOOD,E,SI1,63.4,55.0,556,4.44,4.46,2.82
562,0.34,VERY GOOD,G,VS2,59.6,62.0,556,4.54,4.56,2.71
563,0.34,IDEAL,E,SI1,62.2,54.0,556,4.47,4.5,2.79
564,0.32,GOOD,E,VS2,64.1,54.0,556,4.34,4.37,2.79
565,0.31,IDEAL,I,VVS1,61.6,55.0,557,4.36,4.41,2.7
566,0.31,IDEAL,I,VVS1,61.3,56.0,557,4.36,4.38,2.68
567,0.31,IDEAL,I,VVS1,62.3,54.0,557,4.37,4.4,2.73
568,0.31,IDEAL,I,VVS1,62.0,54.0,557,4.37,4.4,2.72
569,0.31,IDEAL,I,VVS1,62.7,53.0,557,4.33,4.35,2.72
570,0.31,IDEAL,I,VVS1,62.2,53.0,557,4.36,4.38,2.72
571,0.31,IDEAL,G,VS2,62.2,53.6,557,4.32,4.35,2.7
572,0.31,IDEAL,H,VS1,61.6,54.8,557,4.35,4.37,2.69
573,0.31,IDEAL,H,VS1,61.8,54.2,557,4.33,4.37,2.69
574,0.33,PREMIUM,G,SI2,59.4,59.0,557,4.52,4.5,2.68
575,0.33,PREMIUM,G,SI2,62.6,58.0,557,4.42,4.4,2.76
576,0.33,IDEAL,G,SI2,61.9,56.0,557,4.45,4.41,2.74
577,0.33,PREMIUM,J,VS1,62.8,58.0,557,4.41,4.38,2.76
578,0.33,PREMIUM,J,VS1,61.5,61.0,557,4.46,4.39,2.72
579,0.33,IDEAL,J,VS1,62.1,55.0,557,4.44,4.41,2.75
580,0.33,IDEAL,I,SI1,63.0,57.0,557,4.39,4.37,2.76
581,0.33,GOOD,I,SI1,63.6,53.0,557,4.43,4.4,2.81
582,0.33,PREMIUM,I,SI1,60.4,59.0,557,4.54,4.5,2.73
583,1.0,FAIR,H,SI2,66.1,56.0,2856,6.21,5.97,4.04
584,0.7,GOOD,E,VVS2,60.1,63.0,2857,5.68,5.71,3.42
585,0.9,VERY GOOD,G,SI2,63.1,58.0,2857,6.08,6.02,3.82
586,0.72,IDEAL,E,SI1,62.3,57.0,2857,5.76,5.7,3.57
587,0.9,PREMIUM,I,VS2,61.9,59.0,2857,6.2,6.14,3.82
588,0.72,PREMIUM,E,SI1,62.1,58.0,2857,5.76,5.73,3.57
589,0.7,IDEAL,G,VVS2,62.1,56.0,2858,5.63,5.71,3.52
590,0.71,PREMIUM,E,VS2,61.0,60.0,2858,5.76,5.69,3.49
591,0.7,PREMIUM,E,VS2,61.4,59.0,2858,5.73,5.7,3.51
592,0.71,PREMIUM,E,VS2,61.5,60.0,2858,5.76,5.68,3.52
593,0.71,VERY GOOD,E,VS2,63.5,59.0,2858,5.68,5.59,3.58
594,0.92,PREMIUM,J,SI1,62.9,58.0,2858,6.22,6.18,3.9
595,0.76,IDEAL,E,SI1,62.7,54.0,2858,5.88,5.83,3.67
596,0.73,IDEAL,D,SI1,61.5,56.0,2858,5.84,5.8,3.58
597,0.71,PREMIUM,D,VS2,60.4,62.0,2858,5.74,5.72,3.46
598,0.7,GOOD,E,VVS2,63.6,62.0,2858,5.61,5.58,3.56
599,0.9,FAIR,G,SI2,64.5,56.0,2858,6.06,6.0,3.89
600,0.71,FAIR,D,VS2,56.9,65.0,2858,5.89,5.84,3.34
601,0.7,IDEAL,D,VS2,61.0,57.0,2859,5.76,5.74,3.51
602,0.7,PREMIUM,D,VS2,62.4,56.0,2859,5.72,5.66,3.55
603,0.71,IDEAL,G,VS1,61.5,56.0,2859,5.74,5.78,3.54
604,0.7,PREMIUM,D,VS2,59.6,61.0,2859,5.8,5.77,3.45
605,0.83,PREMIUM,E,SI2,59.2,60.0,2859,6.17,6.12,3.64
606,0.9,VERY GOOD,J,SI2,63.6,58.0,2860,6.07,6.1,3.87
607,0.6,IDEAL,E,VVS2,61.9,54.9,2860,5.41,5.44,3.35
608,0.71,PREMIUM,D,VS1,62.9,57.0,2860,5.66,5.6,3.54
609,0.71,PREMIUM,D,SI1,60.7,58.0,2861,5.95,5.78,3.56
610,0.62,IDEAL,G,VVS2,61.6,56.0,2861,5.45,5.48,3.37
611,0.62,IDEAL,G,VVS2,61.6,56.0,2861,5.48,5.51,3.38
612,0.9,PREMIUM,I,SI1,63.0,58.0,2861,6.09,6.01,3.81
613,0.82,PREMIUM,E,SI2,61.7,59.0,2861,6.01,5.98,3.7
614,0.66,PREMIUM,D,VS1,61.0,58.0,2861,5.67,5.57,3.43
615,0.7,VERY GOOD,D,SI1,62.5,55.0,2862,5.67,5.72,3.56
616,0.8,VERY GOOD,D,SI2,62.5,59.0,2862,5.88,5.92,3.69
617,0.7,IDEAL,H,VS2,61.1,57.0,2862,5.71,5.74,3.5
618,0.7,VERY GOOD,E,VS2,58.7,63.0,2862,5.73,5.69,3.35
619,0.79,PREMIUM,H,VS1,60.0,60.0,2862,6.07,5.99,3.64
620,0.7,PREMIUM,E,VS2,59.5,59.0,2862,5.82,5.77,3.45
621,1.22,PREMIUM,E,I1,60.9,57.0,2862,6.93,6.88,4.21
622,1.01,FAIR,E,SI2,67.6,57.0,2862,6.21,6.11,4.18
623,0.73,PREMIUM,E,VS2,62.5,61.0,2862,5.78,5.64,3.59
624,0.91,GOOD,I,VS2,64.3,58.0,2863,6.05,6.09,3.9
625,0.71,IDEAL,D,SI1,60.8,56.0,2863,5.8,5.77,3.52
626,0.83,PREMIUM,G,SI1,62.3,58.0,2863,6.01,5.97,3.73
627,0.71,PREMIUM,D,SI1,61.0,61.0,2863,5.82,5.75,3.53
628,0.71,PREMIUM,D,SI1,59.7,59.0,2863,5.82,5.8,3.47
629,0.71,PREMIUM,D,SI1,61.7,56.0,2863,5.8,5.68,3.54
630,0.71,IDEAL,D,SI1,61.7,57.0,2863,5.75,5.7,3.53
631,0.71,PREMIUM,D,SI1,61.4,58.0,2863,5.79,5.75,3.54
632,0.71,PREMIUM,D,SI1,60.6,58.0,2863,5.79,5.77,3.5
633,0.91,PREMIUM,J,SI1,59.5,62.0,2863,6.4,6.18,3.74
634,0.9,PREMIUM,J,VS2,59.8,62.0,2863,6.24,6.21,3.72
635,0.71,PREMIUM,H,VVS2,61.5,62.0,2863,5.74,5.68,3.51
636,0.71,PREMIUM,E,SI1,59.1,61.0,2863,5.84,5.8,3.44
637,0.72,PREMIUM,E,SI1,60.9,60.0,2863,5.78,5.74,3.51
638,0.71,IDEAL,E,VS2,61.0,55.0,2863,5.79,5.75,3.52
639,0.81,IDEAL,E,SI2,60.3,57.0,2864,6.07,6.04,3.65
640,0.83,VERY GOOD,I,VS2,61.6,58.0,2865,6.05,6.07,3.73
641,0.73,PREMIUM,D,SI1,60.8,55.0,2865,5.87,5.81,3.55
642,0.56,VERY GOOD,D,VVS1,62.0,56.0,2866,5.25,5.3,3.27
643,0.56,VERY GOOD,D,VVS1,61.8,55.0,2866,5.27,5.31,3.27
644,0.71,IDEAL,E,VS1,62.2,55.0,2866,5.74,5.7,3.56
645,0.7,IDEAL,H,VVS1,62.3,58.0,2866,5.66,5.7,3.54
646,0.96,PREMIUM,I,SI1,61.3,58.0,2866,6.39,6.3,3.89
647,0.71,VERY GOOD,H,VVS1,62.9,57.0,2867,5.67,5.69,3.57
648,0.7,IDEAL,D,VS2,62.4,57.0,2867,5.68,5.61,3.52
649,0.71,IDEAL,H,VVS1,60.4,57.0,2867,5.78,5.81,3.5
650,0.8,PREMIUM,H,VS2,61.2,53.0,2867,6.05,5.98,3.68
651,0.8,IDEAL,G,SI1,61.3,57.0,2867,5.96,5.91,3.64
652,0.72,IDEAL,I,VS1,62.4,55.0,2868,5.72,5.75,3.58
653,0.62,IDEAL,G,IF,60.5,57.0,2868,5.52,5.56,3.35
654,0.79,PREMIUM,E,SI2,61.0,58.0,2868,5.96,5.9,3.62
655,0.75,VERY GOOD,E,SI1,63.1,56.0,2868,5.78,5.7,3.62
656,1.08,PREMIUM,D,I1,61.9,60.0,2869,6.55,6.48,4.03
657,0.72,IDEAL,E,SI1,60.8,55.0,2869,5.77,5.84,3.53
658,0.62,IDEAL,G,IF,61.8,56.0,2869,5.43,5.47,3.37
659,0.73,IDEAL,G,VVS2,61.3,57.0,2869,5.84,5.81,3.57
660,0.72,IDEAL,H,VVS2,60.9,57.0,2869,5.79,5.77,3.52
661,0.83,IDEAL,E,SI2,62.2,57.0,2870,6.0,6.05,3.75
662,0.64,PREMIUM,E,VVS2,62.1,58.0,2870,5.56,5.51,3.44
663,0.8,IDEAL,G,SI1,62.5,57.0,2870,5.94,5.9,3.7
664,0.74,IDEAL,H,SI1,62.1,56.0,2870,5.77,5.83,3.6
665,0.82,IDEAL,H,VS2,59.5,57.0,2870,6.12,6.09,3.63
666,0.73,PREMIUM,E,VS1,61.3,59.0,2870,5.81,5.78,3.55
667,1.04,PREMIUM,I,I1,61.6,61.0,2870,6.47,6.45,3.98
668,0.73,VERY GOOD,E,SI1,61.3,58.0,2871,5.76,5.83,3.55
669,0.73,GOOD,E,SI1,63.6,57.0,2871,5.7,5.72,3.63
670,0.9,PREMIUM,J,SI1,62.8,59.0,2871,6.13,6.03,3.82
671,0.75,IDEAL,I,SI1,61.8,55.0,2871,5.83,5.85,3.61
