,carat,cut,color,clarity,depth,table,price,x,y,z,cut value,color value,clarity value
293,0.81,PREMIUM,D,SI2,59.2,57.0,2809,6.15,6.05,3.61,4,7,2
294,0.74,IDEAL,D,SI2,61.7,55.0,2810,5.81,5.85,3.6,5,7,2
295,0.8,GOOD,G,SI1,62.7,57.0,2810,5.84,5.93,3.69,2,4,3
296,0.83,VERY GOOD,D,SI1,63.5,54.0,2811,5.98,5.95,3.79,3,7,3
297,1.0,FAIR,J,VS2,65.7,59.0,2811,6.14,6.07,4.01,1,1,4
298,0.99,FAIR,I,SI2,68.1,56.0,2811,6.21,6.06,4.18,1,2,2
299,0.7,VERY GOOD,G,VS1,63.0,60.0,2812,5.57,5.64,3.53,3,4,5
300,0.7,GOOD,E,SI1,63.5,59.0,2812,5.49,5.53,3.5,2,6,3
301,0.32,PREMIUM,I,SI1,62.7,58.0,554,4.37,4.34,2.73,4,2,3
302,0.32,PREMIUM,I,SI1,62.8,58.0,554,4.39,4.34,2.74,4,2,3
303,0.32,IDEAL,I,SI1,62.4,57.0,554,4.37,4.35,2.72,5,2,3
304,0.32,PREMIUM,I,SI1,61.0,59.0,554,4.39,4.36,2.67,4,2,3
305,0.32,VERY GOOD,I,SI1,63.1,56.0,554,4.39,4.36,2.76,3,2,3
306,0.32,IDEAL,I,SI1,60.7,57.0,554,4.47,4.42,2.7,5,2,3
307,0.3,PREMIUM,H,SI1,60.9,59.0,554,4.31,4.29,2.62,4,3,3
308,0.3,PREMIUM,H,SI1,60.1,55.0,554,4.41,4.38,2.64,4,3,3
309,0.3,PREMIUM,H,SI1,62.9,58.0,554,4.28,4.24,2.68,4,3,3
310,0.3,VERY GOOD,H,SI1,63.3,56.0,554,4.29,4.27,2.71,3,3,3
311,0.3,GOOD,H,SI1,63.8,55.0,554,4.26,4.2,2.7,2,3,3
312,0.3,IDEAL,H,SI1,62.9,57.0,554,4.27,4.22,2.67,5,3,3
313,0.3,VERY GOOD,H,SI1,63.4,60.0,554,4.25,4.23,2.69,3,3,3
314,0.32,GOOD,I,SI1,63.9,55.0,554,4.36,4.34,2.78,2,2,3
315,0.33,IDEAL,H,SI2,61.4,56.0,554,4.85,4.79,2.95,5,3,2
316,0.29,VERY GOOD,E,VS1,61.9,55.0,555,4.28,4.33,2.66,3,6,5
317,0.29,VERY GOOD,E,VS1,62.4,55.0,555,4.2,4.25,2.63,3,6,5
318,0.34,IDEAL,H,VS2,61.5,56.0,555,4.47,4.5,2.76,5,3,4
319,0.34,IDEAL,H,VS2,60.4,57.0,555,4.54,4.57,2.75,5,3,4
320,0.34,IDEAL,I,VS1,61.8,55.0,555,4.48,4.52,2.78,5,2,5
321,0.34,IDEAL,I,VS1,62.0,56.0,555,4.5,4.53,2.8,5,2,5
322,0.3,IDEAL,G,VS1,62.3,56.0,555,4.29,4.31,2.68,5,4,5
323,0.35,IDEAL,G,SI1,60.6,56.0,555,4.56,4.58,2.77,5,4,3
324,0.43,VERY GOOD,E,I1,58.4,62.0,555,4.94,5.0,2.9,3,6,1
325,0.36,IDEAL,I,VS2,61.9,56.0,556,4.54,4.57,2.82,5,2,4
326,0.3,IDEAL,G,VS2,62.0,56.0,556,4.28,4.3,2.66,5,4,4
327,0.26,IDEAL,E,VS1,61.5,57.0,556,4.09,4.12,2.52,5,6,5
328,0.71,IDEAL,D,SI1,62.4,57.0,2812,5.69,5.72,3.56,5,7,3
329,0.99,FAIR,J,SI1,55.0,61.0,2812,6.72,6.67,3.68,1,1,3
330,0.73,PREMIUM,E,VS2,58.6,60.0,2812,5.92,5.89,3.46,4,6,4
331,0.91,PREMIUM,G,SI2,59.8,58.0,2813,6.3,6.29,3.77,4,4,2
332,0.84,VERY GOOD,E,SI1,63.4,55.0,2813,6.0,5.95,3.79,3,6,3
333,0.91,GOOD,I,VS2,64.3,58.0,2813,6.09,6.05,3.9,2,2,4
334,0.76,PREMIUM,E,SI1,62.2,59.0,2814,5.86,5.81,3.63,4,6,3
335,0.76,IDEAL,E,SI1,61.7,57.0,2814,5.88,5.85,3.62,5,6,3
336,0.75,PREMIUM,E,SI1,61.1,59.0,2814,5.86,5.83,3.57,4,6,3
337,0.55,VERY GOOD,D,VVS1,61.5,56.0,2815,5.23,5.27,3.23,3,7,7
338,0.74,PREMIUM,G,VS1,61.7,58.0,2815,5.79,5.81,3.58,4,4,5
339,0.7,IDEAL,H,SI1,60.4,56.0,2815,5.75,5.81,3.49,5,3,3
340,0.7,IDEAL,H,SI1,61.4,56.0,2815,5.7,5.76,3.52,5,3,3
341,0.7,IDEAL,H,SI1,61.5,55.0,2815,5.73,5.79,3.54,5,3,3
342,0.7,IDEAL,H,SI1,61.4,56.0,2815,5.72,5.77,3.53,5,3,3
343,0.9,FAIR,J,VS2,65.0,56.0,2815,6.08,6.04,3.94,1,1,4
344,0.89,PREMIUM,H,SI2,60.2,59.0,2815,6.26,6.23,3.76,4,3,2
345,0.72,PREMIUM,E,VS2,58.3,58.0,2815,5.99,5.92,3.47,4,6,4
346,0.96,FAIR,E,SI2,53.1,63.0,2815,6.73,6.65,3.55,1,6,2
347,1.02,PREMIUM,G,I1,60.3,58.0,2815,6.55,6.5,3.94,4,4,1
348,0.78,VERY GOOD,I,VVS2,61.4,56.0,2816,5.91,5.95,3.64,3,2,6
349,0.61,IDEAL,G,VVS2,60.1,57.0,2816,5.52,5.54,3.32,5,4,6
350,0.71,GOOD,D,VS1,63.4,55.0,2816,5.61,5.69,3.58,2,7,5
351,0.87,IDEAL,H,SI2,62.7,56.0,2816,6.16,6.13,3.85,5,3,2
352,0.83,IDEAL,H,SI1,62.5,55.0,2816,6.04,6.0,3.76,5,3,3
353,0.71,PREMIUM,E,SI1,61.3,56.0,2817,5.78,5.73,3.53,4,6,3
354,0.71,IDEAL,I,VVS2,60.2,56.0,2817,5.84,5.89,3.53,5,2,6
355,0.71,IDEAL,E,VS2,62.7,57.0,2817,5.66,5.64,3.54,5,6,4
356,0.71,PREMIUM,E,VS2,62.3,58.0,2817,5.69,5.65,3.53,4,6,4
357,0.71,PREMIUM,E,SI1,59.2,59.0,2817,5.86,5.83,3.46,4,6,3
358,0.71,PREMIUM,E,SI1,61.8,59.0,2817,5.75,5.7,3.54,4,6,3
359,0.71,IDEAL,E,SI1,61.3,55.0,2817,5.77,5.72,3.52,5,6,3
360,0.71,PREMIUM,E,SI1,61.4,58.0,2817,5.77,5.73,3.53,4,6,3
361,0.9,IDEAL,J,VS2,62.8,55.0,2817,6.2,6.16,3.88,5,1,4
362,0.71,GOOD,E,SI1,62.8,64.0,2817,5.6,5.54,3.5,2,6,3
363,0.7,PREMIUM,E,VS2,62.4,61.0,2818,5.66,5.63,3.52,4,6,4
364,0.7,PREMIUM,E,VS2,59.3,60.0,2818,5.78,5.73,3.41,4,6,4
365,0.7,PREMIUM,E,VS2,63.0,60.0,2818,5.64,5.6,3.54,4,6,4
366,1.0,PREMIUM,H,I1,61.3,60.0,2818,6.43,6.39,3.93,4,3,1
367,0.8,IDEAL,H,SI1,61.0,57.0,2818,6.07,6.0,3.68,5,3,3
368,0.7,IDEAL,E,VS1,62.9,57.0,2818,5.66,5.61,3.54,5,6,5
369,0.7,PREMIUM,E,VS1,59.6,57.0,2818,5.91,5.83,3.5,4,6,5
370,0.7,PREMIUM,E,VS1,62.7,57.0,2818,5.68,5.64,3.55,4,6,5
371,1.0,FAIR,H,SI2,65.3,62.0,2818,6.34,6.12,4.08,1,3,2
372,0.72,VERY GOOD,G,VS1,63.8,58.0,2819,5.64,5.68,3.61,3,4,5
373,0.72,IDEAL,H,VS1,62.3,56.0,2819,5.73,5.77,3.58,5,3,5
374,0.71,IDEAL,G,VS1,62.9,58.0,2820,5.66,5.69,3.57,5,4,5
375,0.75,IDEAL,E,SI1,62.0,57.0,2821,5.8,5.78,3.59,5,6,3
376,0.73,PREMIUM,E,VS2,61.6,59.0,2821,5.77,5.73,3.54,4,6,4
377,0.53,IDEAL,E,VVS1,61.9,55.0,2821,5.2,5.21,3.22,5,6,7
378,0.73,PREMIUM,E,SI1,61.3,58.0,2821,5.83,5.76,3.55,4,6,3
379,0.73,GOOD,E,SI1,63.6,57.0,2821,5.72,5.7,3.63,2,6,3
380,0.73,PREMIUM,E,SI1,59.6,61.0,2821,5.92,5.85,3.51,4,6,3
381,0.73,PREMIUM,E,SI1,62.2,59.0,2821,5.77,5.68,3.56,4,6,3
382,0.73,PREMIUM,D,SI1,61.7,55.0,2821,5.84,5.82,3.6,4,7,3
383,0.73,VERY GOOD,E,SI1,63.2,58.0,2821,5.76,5.7,3.62,3,6,3
384,0.7,PREMIUM,E,VS1,60.8,60.0,2822,5.74,5.71,3.48,4,6,5
385,0.72,PREMIUM,E,VS2,60.3,59.0,2822,5.84,5.8,3.51,4,6,4
386,0.72,PREMIUM,E,VS2,60.9,60.0,2822,5.8,5.76,3.52,4,6,4
387,0.72,PREMIUM,E,VS2,62.4,59.0,2822,5.77,5.7,3.58,4,6,4
388,0.7,PREMIUM,E,VS2,60.2,60.0,2822,5.73,5.7,3.44,4,6,4
389,0.74,IDEAL,I,VVS1,60.8,57.0,2822,5.85,5.89,3.57,5,2,7
390,0.71,PREMIUM,D,SI1,62.7,60.0,2822,5.71,5.67,3.57,4,7,3
391,0.71,PREMIUM,D,SI1,61.3,58.0,2822,5.75,5.73,3.52,4,7,3
392,0.7,PREMIUM,D,SI1,60.2,60.0,2822,5.82,5.75,3.48,4,7,3
393,0.7,IDEAL,D,SI1,60.7,56.0,2822,5.75,5.72,3.48,5,7,3
394,0.9,GOOD,J,VS2,64.0,61.0,2822,6.04,6.03,3.86,2,1,4
395,0.71,IDEAL,D,SI1,60.2,56.0,2822,5.86,5.83,3.52,5,7,3
396,0.7,PREMIUM,E,VS2,61.5,59.0,2822,5.73,5.68,3.51,4,6,4
397,0.7,PREMIUM,E,VS2,62.6,56.0,2822,5.71,5.66,3.56,4,6,4
398,0.7,IDEAL,D,SI1,59.7,58.0,2822,5.82,5.77,3.46,5,7,3
399,0.7,GOOD,E,SI1,61.4,64.0,2822,5.71,5.66,3.49,2,6,3
400,0.7,IDEAL,D,SI1,62.5,57.0,2822,5.62,5.59,3.51,5,7,3
401,0.7,IDEAL,D,SI1,61.8,56.0,2822,5.73,5.63,3.51,5,7,3
402,0.7,PREMIUM,E,VS2,60.7,62.0,2822,5.72,5.68,3.46,4,6,4
403,0.7,IDEAL,D,SI1,61.4,54.0,2822,5.75,5.71,3.52,5,7,3
404,0.79,VERY GOOD,D,SI2,62.8,59.0,2823,5.86,5.9,3.69,3,7,2
405,0.9,GOOD,I,SI1,63.8,57.0,2823,6.06,6.13,3.89,2,2,3
406,0.71,PREMIUM,E,VS2,62.3,58.0,2823,5.71,5.66,3.54,4,6,4
407,0.61,IDEAL,E,VVS2,61.3,54.0,2823,5.51,5.59,3.4,5,6,6
408,0.9,FAIR,H,SI2,65.8,54.0,2823,6.05,5.98,3.96,1,3,2
409,0.71,IDEAL,E,SI1,60.5,56.0,2823,5.77,5.73,3.47,5,6,3
410,0.71,PREMIUM,D,VS2,61.2,59.0,2824,5.74,5.69,3.5,4,7,4
411,0.77,IDEAL,I,VVS2,62.1,57.0,2824,5.84,5.86,3.63,5,2,6
412,0.74,GOOD,E,VS1,63.1,58.0,2824,5.73,5.75,3.62,2,6,5
413,0.82,PREMIUM,E,SI2,60.8,60.0,2824,6.05,6.03,3.67,4,6,2
414,0.71,PREMIUM,G,VS1,62.2,59.0,2825,5.73,5.66,3.54,4,4,5
415,0.83,PREMIUM,H,SI1,60.0,59.0,2825,6.08,6.05,3.64,4,3,3
416,0.73,VERY GOOD,G,VS1,62.0,57.0,2825,5.75,5.8,3.58,3,4,5
417,0.83,PREMIUM,H,SI1,62.5,59.0,2825,6.02,5.95,3.74,4,3,3
418,1.17,PREMIUM,J,I1,60.2,61.0,2825,6.9,6.83,4.13,4,1,1
419,0.91,FAIR,H,SI2,61.3,67.0,2825,6.24,6.19,3.81,1,3,2
420,0.73,PREMIUM,E,VS1,62.6,60.0,2826,5.75,5.68,3.58,4,6,5
421,0.7,GOOD,E,VS1,57.2,59.0,2826,5.94,5.88,3.38,2,6,5
422,0.9,PREMIUM,I,SI2,62.2,59.0,2826,6.11,6.07,3.79,4,2,2
423,0.7,PREMIUM,E,VS1,62.2,58.0,2826,5.66,5.6,3.5,4,6,5
424,0.7,VERY GOOD,D,VS2,63.3,56.0,2826,5.6,5.58,3.54,3,7,4
425,0.7,PREMIUM,E,VS1,59.4,61.0,2826,5.78,5.74,3.42,4,6,5
426,0.9,VERY GOOD,I,SI2,63.5,56.0,2826,6.17,6.07,3.88,3,2,2
427,0.7,VERY GOOD,D,SI1,62.3,59.0,2827,5.67,5.7,3.54,3,7,3
428,0.72,GOOD,D,VS2,64.0,54.0,2827,5.68,5.7,3.64,2,7,4
429,0.79,PREMIUM,H,VVS2,62.6,58.0,2827,5.96,5.9,3.71,4,3,6
430,0.7,IDEAL,H,VVS1,61.6,57.0,2827,5.69,5.74,3.52,5,3,7
431,0.7,IDEAL,H,VVS1,62.3,55.0,2827,5.66,5.7,3.54,5,3,7
432,0.7,IDEAL,D,SI2,60.6,57.0,2828,5.74,5.77,3.49,5,7,2
433,1.01,PREMIUM,H,SI2,61.6,61.0,2828,6.39,6.31,3.91,4,3,2
434,0.8,GOOD,E,SI2,63.7,54.0,2829,5.91,5.87,3.75,2,6,2
435,0.59,IDEAL,E,VVS1,62.0,56.0,2829,5.36,5.38,3.33,5,6,7
436,0.75,PREMIUM,E,SI2,61.9,57.0,2829,5.88,5.82,3.62,4,6,2
437,0.8,PREMIUM,E,SI2,60.2,57.0,2829,6.05,6.01,3.63,4,6,2
438,0.71,VERY GOOD,E,VS2,62.7,59.0,2830,5.65,5.7,3.56,3,6,4
439,0.77,VERY GOOD,H,SI1,61.7,56.0,2830,5.84,5.89,3.62,3,3,3
440,0.8,IDEAL,I,VS2,62.1,54.4,2830,5.94,5.99,3.7,5,2,4
441,0.9,PREMIUM,G,SI1,60.6,62.0,2830,6.21,6.13,3.74,4,4,3
442,0.76,VERY GOOD,E,SI2,60.8,60.0,2831,5.89,5.98,3.61,3,6,2
443,0.72,IDEAL,E,SI1,62.3,57.0,2831,5.7,5.76,3.57,5,6,3
444,0.75,IDEAL,E,SI1,61.4,57.0,2831,5.82,5.87,3.59,5,6,3
445,0.72,PREMIUM,E,SI1,62.1,58.0,2831,5.73,5.76,3.57,4,6,3
446,0.79,IDEAL,G,SI1,61.8,56.0,2831,5.93,5.91,3.66,5,4,3
447,0.91,VERY GOOD,I,SI2,62.8,61.0,2832,6.15,6.18,3.87,3,2,2
448,0.71,PREMIUM,G,VVS2,62.1,57.0,2832,5.75,5.65,3.54,4,4,6
449,0.81,PREMIUM,G,SI1,63.0,60.0,2832,5.87,5.81,3.68,4,4,3
450,0.82,IDEAL,H,SI1,62.5,57.0,2832,5.91,5.97,3.71,5,3,3
451,0.9,GOOD,J,SI1,64.3,63.0,2832,6.05,6.01,3.88,2,1,3
452,0.8,VERY GOOD,I,VS2,62.0,58.0,2833,5.86,5.95,3.66,3,2,4
453,0.56,VERY GOOD,E,IF,61.0,59.0,2833,5.28,5.34,3.24,3,6,8
454,0.7,VERY GOOD,D,VS2,59.6,61.0,2833,5.77,5.8,3.45,3,7,4
455,0.7,IDEAL,D,VS2,61.0,57.0,2833,5.74,5.76,3.51,5,7,4
456,0.85,IDEAL,H,SI2,62.5,57.0,2833,6.02,6.07,3.78,5,3,2
457,0.8,IDEAL,G,VS2,62.2,56.0,2834,5.94,5.87,3.67,5,4,4
458,0.8,IDEAL,H,VS2,62.8,57.0,2834,5.91,5.87,3.7,5,3,4
459,0.51,VERY GOOD,D,VVS1,59.9,58.0,2834,5.16,5.19,3.1,3,7,7
460,0.78,IDEAL,I,VS2,61.8,55.0,2834,5.92,5.95,3.67,5,2,4
461,0.9,VERY GOOD,J,SI1,63.4,54.0,2834,6.17,6.14,3.9,3,1,3
462,0.9,FAIR,G,SI2,65.3,59.0,2834,6.07,6.0,3.94,1,4,2
463,0.77,IDEAL,E,SI2,60.7,55.0,2834,6.01,5.95,3.63,5,6,2
464,0.7,IDEAL,E,VS2,61.5,54.0,2835,5.7,5.75,3.52,5,6,4
465,0.72,IDEAL,E,VS2,62.8,57.0,2835,5.71,5.73,3.59,5,6,4
466,0.72,IDEAL,E,SI1,61.0,57.0,2835,5.78,5.8,3.53,5,6,3
467,0.82,VERY GOOD,H,SI1,60.7,56.0,2836,6.04,6.06,3.67,3,3,3
468,0.71,GOOD,E,VS2,62.8,60.0,2836,5.6,5.65,3.53,2,6,4
469,0.7,PREMIUM,E,VS1,62.6,59.0,2837,5.69,5.66,3.55,4,6,5
470,0.7,IDEAL,E,VS1,61.8,56.0,2837,5.74,5.69,3.53,5,6,5
471,0.76,VERY GOOD,H,SI1,60.9,55.0,2838,5.92,5.94,3.61,3,3,3
472,0.7,PREMIUM,G,VS1,62.6,55.0,2838,5.73,5.64,3.56,4,4,5
473,0.7,VERY GOOD,E,SI1,63.5,59.0,2838,5.53,5.49,3.5,3,6,3
474,0.7,PREMIUM,G,VS1,63.0,60.0,2838,5.64,5.57,3.53,4,4,5
475,0.74,VERY GOOD,E,SI1,60.0,57.0,2839,5.85,5.89,3.52,3,6,3
476,0.73,IDEAL,G,VS2,61.8,54.0,2839,5.8,5.82,3.59,5,4,4
477,0.7,IDEAL,E,VS2,62.1,54.0,2839,5.69,5.72,3.54,5,6,4
478,0.7,IDEAL,G,VS1,61.3,57.0,2839,5.71,5.74,3.51,5,4,5
479,0.71,PREMIUM,G,VVS2,60.3,58.0,2839,5.82,5.78,3.5,4,4,6
480,0.79,PREMIUM,G,VS2,59.3,62.0,2839,6.09,6.01,3.59,4,4,4
481,0.77,VERY GOOD,H,VS1,61.0,60.0,2840,5.9,5.87,3.59,3,3,5
482,0.92,IDEAL,D,SI2,61.9,56.0,2840,6.27,6.2,3.86,5,7,2
483,0.7,PREMIUM,H,VVS1,59.2,60.0,2840,5.87,5.78,3.45,4,3,7
484,0.71,VERY GOOD,D,VS1,63.4,55.0,2841,5.69,5.61,3.58,3,7,5
485,0.73,VERY GOOD,D,SI1,63.9,57.0,2841,5.66,5.71,3.63,3,7,3
486,0.95,FAIR,G,SI1,66.7,56.0,2841,6.16,6.03,4.06,1,4,3
487,0.73,IDEAL,D,SI1,61.4,57.0,2841,5.76,5.8,3.55,5,7,3
488,0.73,PREMIUM,G,VS1,61.4,58.0,2841,5.82,5.77,3.56,4,4,5
489,0.8,IDEAL,I,VS1,62.6,54.0,2842,5.92,5.96,3.72,5,2,5
490,0.7,VERY GOOD,E,VS2,60.2,62.0,2843,5.71,5.75,3.45,3,6,4
491,0.7,VERY GOOD,E,VS2,62.7,58.0,2843,5.65,5.67,3.55,3,6,4
492,0.71,VERY GOOD,E,VS2,59.4,58.0,2843,5.76,5.82,3.44,3,6,4
493,0.71,VERY GOOD,D,SI1,61.5,58.0,2843,5.73,5.79,3.54,3,7,3
494,0.73,IDEAL,G,VVS2,61.3,57.0,2843,5.81,5.84,3.57,5,4,6
495,0.72,IDEAL,E,VS2,62.0,57.0,2843,5.71,5.74,3.55,5,6,4
496,0.71,IDEAL,G,VVS2,60.7,57.0,2843,5.81,5.78,3.52,5,4,6
497,0.73,VERY GOOD,E,SI1,57.7,61.0,2844,5.92,5.96,3.43,3,6,3
498,0.7,VERY GOOD,E,VS1,62.0,59.0,2844,5.65,5.68,3.51,3,6,5
499,1.01,IDEAL,I,I1,61.5,57.0,2844,6.45,6.46,3.97,5,2,1
500,1.01,GOOD,I,I1,63.1,57.0,2844,6.35,6.39,4.02,2,2,1
501,0.79,IDEAL,H,VS2,62.5,57.0,2844,5.91,5.93,3.7,5,3,4
502,0.7,VERY GOOD,E,VS2,61.8,59.0,2845,5.65,5.68,3.5,3,6,4
503,0.7,VERY GOOD,E,VS2,58.9,60.0,2845,5.83,5.85,3.44,3,6,4
504,0.8,GOOD,H,VS2,63.4,60.0,2845,5.92,5.82,3.72,2,3,4
505,1.27,PREMIUM,H,SI2,59.3,61.0,2845,7.12,7.05,4.2,4,3,2
506,0.79,IDEAL,D,SI1,61.5,56.0,2846,5.96,5.91,3.65,5,7,3
507,0.73,IDEAL,H,VVS2,61.6,56.0,2846,5.79,5.84,3.58,5,3,6
508,1.01,FAIR,H,SI2,65.4,59.0,2846,6.3,6.26,4.11,1,3,2
509,1.01,GOOD,H,I1,64.2,61.0,2846,6.25,6.18,3.99,2,3,1
510,0.73,IDEAL,E,SI1,59.1,59.0,2846,5.92,5.95,3.51,5,6,3
511,0.7,IDEAL,E,SI1,61.6,57.0,2846,5.71,5.76,3.53,5,6,3
512,0.77,PREMIUM,E,SI1,62.9,59.0,2846,5.84,5.79,3.66,4,6,3
513,0.77,PREMIUM,G,VS2,61.3,60.0,2846,5.91,5.81,3.59,4,4,4
514,0.77,PREMIUM,G,VS1,61.4,58.0,2846,5.94,5.89,3.63,4,4,5
515,0.84,VERY GOOD,H,SI1,61.2,57.0,2847,6.1,6.12,3.74,3,3,3
516,0.72,IDEAL,E,SI1,60.3,57.0,2847,5.83,5.85,3.52,5,6,3
517,0.76,PREMIUM,D,SI1,61.1,59.0,2847,5.93,5.88,3.61,4,7,3
518,0.7,VERY GOOD,G,VVS2,62.9,59.0,2848,5.61,5.68,3.55,3,4,6
519,0.54,IDEAL,D,VVS2,61.5,55.0,2848,5.25,5.29,3.24,5,7,6
520,0.75,FAIR,D,SI2,64.6,57.0,2848,5.74,5.72,3.7,1,7,2
521,0.79,GOOD,E,SI1,64.1,54.0,2849,5.86,5.84,3.75,2,6,3
522,0.74,VERY GOOD,E,VS1,63.1,58.0,2849,5.75,5.73,3.62,3,6,5
523,0.7,VERY GOOD,E,VS2,61.0,60.0,2850,5.74,5.77,3.51,3,6,4
524,0.75,IDEAL,J,SI1,61.5,56.0,2850,5.83,5.87,3.6,5,1,3
525,1.2,VERY GOOD,H,I1,63.1,60.0,2850,6.75,6.67,4.23,3,3,1
526,0.66,IDEAL,D,VS1,62.1,56.0,2851,5.54,5.57,3.45,5,7,5
527,0.86,PREMIUM,H,SI1,62.7,59.0,2851,6.04,5.98,3.77,4,3,3
528,0.58,VERY GOOD,E,IF,60.6,59.0,2852,5.37,5.43,3.27,3,6,8
529,0.78,IDEAL,I,VS1,61.5,57.0,2852,5.88,5.92,3.63,5,2,5
530,0.74,IDEAL,G,SI1,61.3,55.0,2852,5.85,5.86,3.59,5,4,3
531,0.73,IDEAL,E,SI1,62.7,55.0,2852,5.7,5.79,3.6,5,6,3
532,0.91,VERY GOOD,I,SI1,63.5,57.0,2852,6.12,6.07,3.87,3,2,3
533,0.71,GOOD,G,VS1,63.5,55.0,2853,5.64,5.66,3.59,2,4,5
534,0.79,IDEAL,D,SI2,62.8,57.0,2853,5.9,5.85,3.69,5,7,2
535,0.79,PREMIUM,D,SI2,60.0,60.0,2853,6.07,6.03,3.63,4,7,2
536,0.71,PREMIUM,E,SI1,62.7,58.0,2853,5.73,5.66,3.57,4,6,3
537,0.82,PREMIUM,I,VS1,61.9,58.0,2853,5.99,5.97,3.7,4,2,5
538,0.78,VERY GOOD,H,VS1,61.9,57.1,2854,5.87,5.95,3.66,3,3,5
539,0.7,VERY GOOD,E,VS1,62.4,56.0,2854,5.64,5.7,3.54,3,6,5
540,1.12,PREMIUM,H,I1,59.1,61.0,2854,6.78,6.75,4.0,4,3,1
541,0.73,PREMIUM,E,VS2,62.0,57.0,2854,5.86,5.76,3.6,4,6,4
542,0.91,FAIR,J,VS2,64.4,62.0,2854,6.06,6.03,3.89,1,1,4
543,0.91,FAIR,J,VS2,65.4,60.0,2854,6.04,6.0,3.94,1,1,4
544,0.91,GOOD,J,VS2,64.2,58.0,2854,6.12,6.09,3.92,2,1,4
545,0.91,FAIR,H,SI1,65.8,58.0,2854,6.04,6.01,3.96,1,3,3
546,0.7,PREMIUM,E,VS1,58.4,59.0,2854,5.91,5.83,3.43,4,6,5
547,1.03,GOOD,J,SI1,63.6,57.0,2855,6.38,6.29,4.03,2,1,3
548,0.74,PREMIUM,D,VS2,62.4,57.0,2855,5.8,5.74,3.6,4,7,4
549,0.98,FAIR,E,SI2,53.3,67.0,2855,6.82,6.74,3.61,1,6,2
550,1.02,FAIR,I,SI1,53.0,63.0,2856,6.84,6.77,3.66,1,2,3
551,1.0,FAIR,G,SI2,67.8,61.0,2856,5.96,5.9,4.02,1,4,2
552,1.02,IDEAL,H,SI2,61.6,55.0,2856,6.49,6.43,3.98,5,3,2
553,0.8,IDEAL,G,SI2,61.6,56.0,2856,5.97,6.01,3.69,5,4,2
554,1.0,FAIR,I,SI1,67.9,62.0,2856,6.19,6.03,4.15,1,2,3
555,0.26,IDEAL,E,VS1,62.3,57.0,556,4.05,4.08,2.53,5,6,5
556,0.26,IDEAL,E,VS1,62.1,56.0,556,4.09,4.12,2.55,5,6,5
557,0.36,IDEAL,H,SI1,61.9,55.0,556,4.57,4.59,2.83,5,3,3
558,0.34,GOOD,G,VS2,57.5,61.0,556,4.6,4.66,2.66,2,4,4
559,0.34,GOOD,E,SI1,63.3,57.0,556,4.44,4.47,2.82,2,6,3
560,0.34,GOOD,E,SI1,63.5,55.0,556,4.44,4.47,2.83,2,6,3
561,0.34,GOOD,E,SI1,63.4,55.0,556,4.44,4.46,2.82,2,6,3
562,0.34,VERY GOOD,G,VS2,59.6,62.0,556,4.54,4.56,2.71,3,4,4
563,0.34,IDEAL,E,SI1,62.2,54.0,556,4.47,4.5,2.79,5,6,3
564,0.32,GOOD,E,VS2,64.1,54.0,556,4.34,4.37,2.79,2,6,4
565,0.31,IDEAL,I,VVS1,61.6,55.0,557,4.36,4.41,2.7,5,2,7
566,0.31,IDEAL,I,VVS1,61.3,56.0,557,4.36,4.38,2.68,5,2,7
567,0.31,IDEAL,I,VVS1,62.3,54.0,557,4.37,4.4,2.73,5,2,7
568,0.31,IDEAL,I,VVS1,62.0,54.0,557,4.37,4.4,2.72,5,2,7
569,0.31,IDEAL,I,VVS1,62.7,53.0,557,4.33,4.35,2.72,5,2,7
570,0.31,IDEAL,I,VVS1,62.2,53.0,557,4.36,4.38,2.72,5,2,7
571,0.31,IDEAL,G,VS2,62.2,53.6,557,4.32,4.35,2.7,5,4,4
572,0.31,IDEAL,H,VS1,61.6,54.8,557,4.35,4.37,2.69,5,3,5
573,0.31,IDEAL,H,VS1,61.8,54.2,557,4.33,4.37,2.69,5,3,5
574,0.33,PREMIUM,G,SI2,59.4,59.0,557,4.52,4.5,2.68,4,4,2
575,0.33,PREMIUM,G,SI2,62.6,58.0,557,4.42,4.4,2.76,4,4,2
576,0.33,IDEAL,G,SI2,61.9,56.0,557,4.45,4.41,2.74,5,4,2
577,0.33,PREMIUM,J,VS1,62.8,58.0,557,4.41,4.38,2.76,4,1,5
578,0.33,PREMIUM,J,VS1,61.5,61.0,557,4.46,4.39,2.72,4,1,5
579,0.33,IDEAL,J,VS1,62.1,55.0,557,4.44,4.41,2.75,5,1,5
580,0.33,IDEAL,I,SI1,63.0,57.0,557,4.39,4.37,2.76,5,2,3
581,0.33,GOOD,I,SI1,63.6,53.0,557,4.43,4.4,2.81,2,2,3
582,0.33,PREMIUM,I,SI1,60.4,59.0,557,4.54,4.5,2.73,4,2,3
583,1.0,FAIR,H,SI2,66.1,56.0,2856,6.21,5.97,4.04,1,3,2
584,0.7,GOOD,E,VVS2,60.1,63.0,2857,5.68,5.71,3.42,2,6,6
585,0.9,VERY GOOD,G,SI2,63.1,58.0,2857,6.08,6.02,3.82,3,4,2
586,0.72,IDEAL,E,SI1,62.3,57.0,2857,5.76,5.7,3.57,5,6,3
